Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL,Unusual
18:45,10BLTE,12.025,1.314,0.506,0.083,34.05,0.935,1.162,1.354,4,4,8,0
19:15,7BLTE,0.606,2.526,0.941,0.087,41.125,2.166,1.506,0.01,7,3,10,0
17:00,10BLTE,8.084,0.909,0.236,0.032,24.167,0.92,1.132,1.031,5,3,8,0
21:00,1CLTE,32.537,6.368,1.814,0.19,29.688,0.907,2.119,1.682,8,7,15,1
21:15,10ALTE,7.861,0.896,0.185,0.024,15.639,0.77,1.045,1.055,3,3,6,1
21:30,1BLTE,15.158,2.728,0.785,0.083,23.521,1.868,1.354,1.172,6,5,11,0
22:30,4BLTE,20.099,2.488,0.791,0.088,41.101,4.395,1.383,1.134,7,5,12,1
2:30,4BLTE,5.457,0.707,0.08,0.018,3.925,0.278,1.061,1.021,4,2,6,0
8:15,5ALTE,8.387,2.021,0.468,0.252,16.514,25.673,1.142,1.061,4,3,7,0
2:30,5CLTE,2.93,0.505,0.03,0.008,5.334,0.341,1.031,1.011,3,2,5,0
19:15,10CLTE,6.468,1.294,0.365,0.036,14.958,0.89,1.075,1.005,4,2,6,1
9:15,8BLTE,13.137,1.415,0.371,0.05,22.307,0.738,1.213,1.041,6,3,9,0
8:45,7CLTE,0.707,1.314,0.698,0.192,28.886,2.042,1.233,0.01,5,3,8,0
5:45,1BLTE,1.415,0.404,0.079,0.016,4.55,0.288,1.031,1.011,3,2,5,0
0:15,6BLTE,19.705,7.579,3.122,0.292,55.7,44.178,1.273,0.01,5,4,9,0
14:00,7BLTE,0.707,1.415,0.361,0.107,13.728,8.941,1.435,0.01,6,3,9,0
3:45,8ALTE,4.547,0.909,0.349,0.034,17.217,0.486,1.091,1.021,3,3,6,0
3:15,6WLTE,0.202,1.112,0.211,0.024,9.677,0.537,1.101,0.01,3,2,5,0
21:15,5CLTE,13.743,1.718,0.463,0.061,44.678,0.727,1.253,1.061,5,3,8,0
2:30,3CLTE,1.011,0.505,0.19,0.023,16.227,0.43,1.021,1.011,2,1,3,0
16:45,7CLTE,0.1,0.398,0.034,0.01,1.348,0.227,1.025,0.01,3,1,4,1
8:45,4BLTE,20.816,4.648,1.413,0.112,38.354,1.665,1.536,1.162,7,5,12,0
0:15,5ALTE,2.627,0.808,0.232,0.02,8.074,0.559,1.031,1.011,3,2,5,0
14:45,9ALTE,12.631,1.112,0.177,0.047,8.038,0.366,1.182,1.142,5,4,9,0
15:00,8ALTE,20.311,2.324,0.772,0.087,52.114,1.652,1.354,1.142,5,4,9,0
9:00,8BLTE,16.471,3.739,0.995,0.099,27.092,7.11,1.283,1.081,5,4,9,0
11:30,10ALTE,25.161,3.335,1.584,0.131,59.627,0.922,1.455,1.152,6,5,11,0
5:45,10CLTE,0.398,0.398,0.008,0.006,0.084,0.032,0.995,0.995,1,1,2,1
15:30,1BLTE,18.492,4.143,1.44,0.095,53.455,1.035,1.516,1.162,7,5,12,0
1:45,6CLTE,1.718,0.404,0.075,0.02,3.025,0.22,1.051,0.01,3,2,5,0
19:15,6BLTE,25.06,4.547,1.749,0.295,53.254,41.705,1.273,0.01,6,5,11,0
19:30,6ULTE,2.627,10.509,1.471,0.101,17.23,0.779,1.334,0.01,6,4,10,0
15:30,2ALTE,0.505,0.404,0.027,0.011,0.812,0.104,1.011,0.01,2,1,3,0
7:30,7ULTE,0.404,1.112,0.117,0.019,2.959,0.131,1.061,0.01,3,2,5,0
16:00,6ULTE,2.223,7.377,3.172,0.101,52.727,0.991,1.384,0.01,6,4,10,0
21:30,10ALTE,15.259,4.042,1.237,0.075,18.877,1.088,1.172,1.081,4,4,8,0
11:30,8CLTE,9.297,1.011,0.248,0.04,12.896,1.069,1.091,1.041,3,3,6,0
17:15,7CLTE,0.1,0.697,0.147,0.019,6.958,0.696,1.045,0.01,4,2,6,1
4:00,7VLTE,0.796,0.995,0.071,0.006,4.489,0.139,1.025,0.01,3,2,5,1
6:15,8BLTE,3.133,0.606,0.135,0.034,16.149,0.656,1.041,1.021,3,3,6,0
12:30,9BLTE,1.592,0.498,0.064,0.014,2.758,0.317,1.005,1.005,2,2,4,1
15:00,10BLTE,3.184,0.597,0.108,0.018,2.295,0.683,1.035,0.995,3,2,5,1
20:15,3CLTE,9.652,1.592,0.514,1.187,57.575,17.096,1.104,1.015,4,3,7,1
12:00,8BLTE,8.657,1.095,0.393,0.052,5.675,1.683,1.124,1.025,5,3,8,1
15:45,5CLTE,20.614,2.122,0.549,0.093,20.461,4.24,1.384,1.112,6,4,10,0
9:00,3BLTE,6.667,0.796,0.222,0.028,10.944,0.586,1.075,1.035,4,3,7,1
10:15,6ALTE,19.806,2.425,0.704,0.08,13.731,0.682,1.273,0.01,5,3,8,0
10:15,7BLTE,0.299,1.592,0.685,0.022,31.255,0.664,0.866,0.01,3,2,5,1
16:15,5ALTE,12.934,4.749,1.061,0.09,25.188,9.718,1.243,1.071,5,3,8,0
22:15,6ALTE,4.85,1.314,0.366,0.054,15.888,1.049,1.071,0.01,5,4,9,0
6:00,1CLTE,8.791,0.505,0.024,0.009,2.447,0.303,1.061,1.031,4,2,6,0
8:45,5CLTE,15.259,1.516,0.38,0.061,30.767,1.523,1.223,1.041,6,3,9,0
9:15,9BLTE,2.93,0.505,0.133,0.019,4.19,0.357,1.031,1.021,2,2,4,0
11:30,10BLTE,12.53,2.122,0.945,0.071,38.257,0.908,1.182,1.041,6,3,9,0
3:45,6VLTE,0.995,1.99,0.277,0.032,10.284,0.431,1.075,0.01,4,3,7,1
16:00,9BLTE,3.682,0.498,0.042,0.015,1.704,0.129,1.035,1.005,3,2,5,1
5:15,9ALTE,0.303,0.404,0.025,0.01,0.55,0.094,1.011,1.011,1,1,2,0
13:45,1CLTE,26.778,9.6,3.328,0.175,40.352,7.546,1.576,1.405,7,6,13,0
18:15,7BLTE,0.707,3.133,1.222,0.098,46.36,2.23,1.586,0.01,6,3,9,0
0:45,8BLTE,5.154,2.021,1.142,0.035,13.456,0.574,1.081,1.021,3,2,5,0
13:30,3ALTE,31.427,7.882,2.314,0.199,59.703,2.266,1.859,1.586,9,7,16,0
13:00,6VLTE,5.053,7.377,0.563,0.061,33.114,1.213,1.394,0.01,6,4,10,0
21:45,1BLTE,19.104,6.667,1.694,0.195,31.367,2.433,1.552,1.303,8,6,14,1
22:15,2ALTE,0.707,0.404,0.042,0.026,0.619,0.864,1.021,0.01,2,1,3,0
18:15,5CLTE,18.29,3.032,0.615,0.088,16.219,3.267,1.334,1.172,6,5,11,0
0:45,7BLTE,0.101,0.404,0.033,0.009,2.725,0.204,1,0.01,3,2,5,0
23:30,1BLTE,27.86,14.726,5.626,0.238,43.146,1.667,1.891,1.164,9,5,14,1
12:15,7WLTE,2.021,3.638,0.634,0.072,15.395,1.28,1.394,0.01,6,4,10,0
9:15,4BLTE,17.482,1.718,0.345,0.055,11.378,0.875,1.324,1.112,7,5,12,0
16:15,3BLTE,21.018,2.324,0.484,0.089,12.473,1.757,1.445,1.233,6,5,11,0
21:30,7ALTE,0.404,1.011,0.306,0.042,13.784,0.913,1.142,0.01,4,2,6,0
19:30,6CLTE,8.286,2.627,0.606,0.049,47.062,1.139,1.233,0.01,5,4,9,0
2:30,8ALTE,6.567,0.796,0.233,0.03,12.372,0.402,1.065,1.005,4,2,6,1
6:45,8BLTE,1.99,0.498,0.122,0.017,6.433,0.471,1.015,0.995,2,2,4,1
16:00,7WLTE,1.011,2.021,0.302,0.038,12.156,0.884,1.172,0.01,5,2,7,0
22:00,6ULTE,2.627,2.728,0.414,0.124,12.052,13.126,1.455,0.01,7,4,11,0
5:00,9BLTE,1.819,0.404,0.009,0.006,0.245,0.101,1.021,1.011,2,2,4,0
7:30,4CLTE,8.955,0.896,0.27,0.039,12.715,0.52,1.085,1.015,4,3,7,1
6:15,6BLTE,6.07,0.697,0.284,0.026,25.736,0.613,1.035,0.01,3,2,5,1
16:30,4BLTE,18.308,2.488,0.734,0.08,21.53,1.012,1.303,1.114,6,5,11,1
10:00,6BLTE,8.159,1.791,0.435,0.035,8.923,0.466,1.075,0.01,4,2,6,1
20:45,9BLTE,2.587,0.796,0.796,0.051,43.741,2.516,1.015,1.005,3,2,5,1
12:15,5CLTE,24.353,3.335,0.878,0.118,9.438,0.899,1.597,1.314,7,7,14,0
3:15,3CLTE,2.122,0.404,0.013,0.011,0.276,0.22,1.031,1.011,3,1,4,0
16:30,7WLTE,1.213,4.143,0.682,0.065,29.757,1.479,1.202,0.01,6,3,9,0
12:30,7VLTE,3.739,15.056,1.893,0.093,26.938,3.925,1.354,0.01,6,5,11,0
20:00,5BLTE,15.764,2.122,0.454,0.066,16.245,0.796,1.283,1.122,6,5,11,0
22:30,1CLTE,30.416,3.941,0.925,0.128,13.563,0.684,1.647,1.354,7,6,13,0
9:15,6BLTE,6.07,2.388,1.964,0.347,59.282,44.352,1.035,0.01,3,3,6,1
6:15,7CLTE,0,0.404,0.067,0.012,4.45,0.228,1.011,0.01,2,1,3,0
5:30,7ALTE,0.1,3.383,5.523,0.067,28.501,0.616,1.025,0.01,3,2,5,1
16:45,8ALTE,19.602,8.955,3.096,0.118,25.591,1.142,1.403,1.313,6,6,12,1
1:15,8BLTE,6.77,7.074,2.335,0.072,26.308,1.842,1.091,1.031,4,3,7,0
0:15,3BLTE,11.841,3.582,1.627,0.09,31.917,1.121,1.284,1.045,5,3,8,1
2:00,9ALTE,1.592,0.498,0.132,0.014,3.371,0.157,1.015,0.995,2,2,4,1
10:45,7VLTE,2.223,5.962,0.618,0.141,15.336,11.026,1.233,0.01,4,3,7,0
2:15,6CLTE,3.537,0.404,0.026,0.009,1.212,0.251,1.031,0.01,2,2,4,0
4:45,1BLTE,5.771,1.194,0.444,0.048,23.001,5.076,1.075,1.005,5,2,7,1
6:00,7WLTE,0.101,0.808,0.02,0.009,0.182,0.123,1.021,0.01,2,2,4,0
7:15,10CLTE,1.516,0.606,0.261,0.029,11.57,0.506,1.031,1.011,2,2,4,0
15:45,2ALTE,0.707,0.404,0.009,0.008,0.098,0.071,1.011,0.01,2,1,3,0
12:15,7BLTE,0.808,1.112,0.329,0.069,6.854,2.633,1.344,0.01,6,3,9,0
18:45,8ALTE,24.353,4.446,1.341,0.133,29.172,1.906,1.465,1.253,8,6,14,0
4:15,5CLTE,2.829,0.404,0.005,0.004,0.464,0.315,1.011,1.011,2,2,4,0
18:00,8CLTE,3.284,0.896,0.206,0.028,7.403,0.839,1.045,1.025,3,3,6,1
18:00,3CLTE,12.328,1.415,0.354,0.047,16.209,0.759,1.192,1.112,5,4,9,0
19:30,4BLTE,25.97,3.84,1.252,0.117,53.056,2.369,1.546,1.142,6,5,11,0
16:45,8BLTE,18.593,4.648,1.416,0.119,37.924,1.108,1.374,1.112,5,4,9,0
6:45,10ALTE,2.886,0.498,0.081,0.013,4.009,0.196,1.015,0.995,3,2,5,1
16:00,5ALTE,12.934,2.425,0.581,0.068,20.707,0.799,1.202,1.061,5,4,9,0
21:00,3ALTE,9.802,0.909,0.092,0.033,4.26,0.795,1.122,1.061,4,3,7,0
23:45,6BLTE,19.098,1.617,0.374,0.045,39.318,3.203,1.182,0.01,5,4,9,0
7:30,5ALTE,2.886,0.498,0.119,0.023,1.205,0.559,1.015,0.995,3,2,5,1
11:45,7ALTE,0.606,1.718,0.466,0.047,25.819,0.808,1.314,0.01,6,3,9,0
9:00,6VLTE,1.112,2.829,0.417,0.038,23.406,0.756,1.122,0.01,4,4,8,0
6:15,2ALTE,0.303,0.404,0.006,0.005,0.061,0.051,1.011,0.01,2,1,3,0
23:00,4CLTE,21.928,2.829,0.79,0.286,12.67,17.749,1.576,1.202,6,5,11,0
2:15,5ALTE,4.749,0.505,0.031,0.011,2.03,0.244,1.031,1.011,2,2,4,0
2:00,1CLTE,15.865,1.617,0.495,0.051,14.401,0.466,1.202,1.081,5,4,9,0
9:30,7VLTE,2.122,5.76,1.027,0.051,24.409,0.464,1.273,0.01,5,4,9,0
9:15,1CLTE,13.532,1.194,0.305,0.061,52.193,3.511,1.124,1.104,4,3,7,1
15:00,7ALTE,0.808,1.718,0.2,0.043,4.801,1.593,1.273,0.01,5,3,8,0
10:00,7BLTE,0.505,1.819,0.75,0.057,19.387,0.703,1.374,0.01,6,3,9,0
10:15,6CLTE,4.478,2.786,0.566,0.034,11.847,0.925,1.065,0.01,3,2,5,1
18:15,6WLTE,1.891,4.876,0.556,0.069,11.037,1.542,1.284,0.01,5,4,9,1
10:00,6CLTE,6.871,0.707,0.141,0.034,4.746,1.02,1.081,0.01,4,3,7,0
16:15,4CLTE,15.622,2.189,0.583,0.067,20.669,0.772,1.254,1.174,5,4,9,1
10:30,4ALTE,4.648,1.112,0.464,0.033,30.763,0.841,1.101,1.031,4,3,7,0
5:00,8CLTE,0.303,0.404,0.018,0.005,0.274,0.056,1.011,1.011,1,1,2,0
20:15,1CLTE,35.124,7.164,2.251,0.412,19.468,8.535,1.692,1.751,8,10,18,1
2:00,6VLTE,2.223,2.829,0.353,0.066,15.663,2.592,1.233,0.01,5,4,9,0
17:45,7ULTE,1.592,2.488,0.434,0.07,18.97,2.732,1.254,0.01,5,3,8,1
14:00,4ALTE,5.154,1.011,0.192,0.03,50.77,2.075,1.071,1.031,3,3,6,0
1:15,10ALTE,7.276,0.808,0.107,0.016,10.502,0.41,1.061,1.021,3,3,6,0
3:30,5BLTE,6.467,0.606,0.09,0.014,4.244,0.541,1.051,1.021,3,2,5,0
18:15,9ALTE,3.638,0.909,0.201,0.029,14.843,0.434,1.071,1.011,3,2,5,0
1:00,1BLTE,9.196,1.314,0.357,0.04,19.893,0.457,1.112,1.041,5,3,8,0
22:30,6VLTE,1.718,3.739,0.537,0.057,25.333,1.047,1.324,0.01,6,3,9,0
16:45,2ALTE,0.199,0.398,0.016,0.007,0.089,0.037,0.995,0.01,1,1,2,1
6:00,6ALTE,2.829,0.404,0.029,0.047,0.533,8.196,1.031,0.01,2,2,4,0
19:15,3ALTE,9.095,1.516,0.531,0.06,28.597,1.029,1.192,1.041,5,3,8,0
14:45,1BLTE,15.865,1.819,0.399,0.096,11.378,13.851,1.243,1.071,6,3,9,0
19:30,7CLTE,0.404,0.909,0.235,0.029,45.318,2.013,1.142,0.01,4,3,7,0
8:00,7ALTE,0.199,0.796,0.429,0.038,33.408,1.17,1.025,0.01,3,2,5,1
3:00,9ALTE,1.112,0.606,0.25,0.025,9.691,0.289,1.021,1.011,2,2,4,0
5:45,1BLTE,3.234,0.606,0.084,0.008,3.005,0.261,1.041,1.011,3,2,5,0
13:15,4ALTE,5.154,0.606,0.063,0.024,2.947,0.331,1.061,1.021,3,3,6,0
17:45,7WLTE,0.808,1.718,0.181,0.032,5.898,0.806,1.192,0.01,4,2,6,0
15:30,7ALTE,0.303,1.314,0.414,0.033,33.182,0.77,1.192,0.01,5,3,8,0
8:45,7VLTE,0.808,2.122,0.134,0.019,10.111,1.21,1.112,0.01,3,3,6,0
23:00,5CLTE,7.065,1.294,0.307,0.03,20.837,1.245,1.085,1.005,4,3,7,1
21:00,1ALTE,12.836,4.378,1.116,0.079,23.305,0.844,1.284,1.124,5,4,9,1
6:00,8BLTE,2.122,0.505,0.195,0.013,9.653,0.393,1.011,1.011,2,2,4,0
15:30,6CLTE,3.383,0.697,0.097,0.019,3.113,0.387,1.005,0.01,3,2,5,1
6:00,3BLTE,10.448,3.085,0.829,0.055,26.03,0.581,1.124,1.025,4,3,7,1
9:15,3ALTE,26.172,4.648,1.398,0.139,41.271,1.79,1.516,1.192,7,5,12,0
1:00,10ALTE,11.144,3.085,0.417,0.052,7.763,1.425,1.154,1.075,5,4,9,1
17:30,6WLTE,3.284,6.07,0.845,0.116,36.147,3.184,1.313,0.01,6,4,10,1
3:00,1BLTE,3.84,0.909,0.403,0.026,33.982,0.271,1.061,1.021,3,2,5,0
17:30,1ALTE,20.917,2.627,0.795,0.1,17.402,1.089,1.384,1.091,6,4,10,0
6:15,10CLTE,1.011,0.404,0.009,0.005,0.348,0.077,1.021,1.011,2,1,3,0
2:00,5ALTE,1.617,0.505,0.046,0.018,1.177,0.136,1.031,1.021,2,2,4,0
0:30,6VLTE,3.032,2.829,0.381,0.067,10.629,0.634,1.273,0.01,6,4,10,0
8:15,1CLTE,13.134,2.587,1.345,0.051,19.035,0.503,1.114,1.035,4,3,7,1
9:15,10CLTE,1.791,0.398,0.032,0.011,3.511,0.156,0.995,0.995,2,2,4,1
2:30,7BLTE,0.199,0.597,0.105,0.02,17.182,0.448,1.134,0.01,5,2,7,1
15:30,6WLTE,1.592,3.483,0.433,0.051,7.843,2.939,1.164,0.01,4,3,7,1
1:45,7BLTE,0.199,0.697,0.166,0.029,7.927,0.535,1.164,0.01,4,2,6,1
12:15,6WLTE,2.829,3.537,0.334,0.044,10.352,0.679,1.273,0.01,5,4,9,0
2:30,7CLTE,0,0.404,0.034,0.008,1.609,0.13,1.021,0.01,2,1,3,0
17:30,3BLTE,16.471,1.617,0.383,0.077,5.741,1.127,1.273,1.101,7,4,11,0
21:45,5ALTE,3.84,1.112,0.451,0.032,18.021,0.34,1.071,1.021,3,3,6,0
23:45,8CLTE,2.425,0.505,0.043,0.021,1.541,0.314,1.041,1.081,3,2,5,0
4:15,6VLTE,0.606,0.909,0.02,0.013,0.354,0.402,1.031,0.01,3,2,5,0
13:15,6VLTE,1.493,2.189,0.168,0.036,5.128,1.244,1.124,0.01,4,3,7,1
16:00,9BLTE,5.356,0.606,0.092,0.021,6.341,0.284,1.081,1.031,3,3,6,0
6:45,7CLTE,0,0.404,0.04,0.012,1.406,0.255,1.041,0.01,2,2,4,0
8:45,6BLTE,7.562,1.592,0.387,0.037,20.423,3.31,1.065,0.01,3,2,5,1
16:00,7ULTE,0.896,1.99,0.27,0.03,13.556,0.404,1.104,0.01,4,3,7,1
7:00,6VLTE,2.021,1.819,0.421,0.03,12.668,0.574,1.081,0.01,3,3,6,0
4:15,1BLTE,3.638,0.909,0.276,0.023,13.501,0.375,1.021,1.011,2,2,4,0
15:45,3BLTE,16.875,2.021,0.509,0.068,15.813,0.863,1.334,1.091,6,4,10,0
13:15,10BLTE,9.196,1.213,0.234,0.036,11.311,0.634,1.132,1.061,5,3,8,0
1:45,6ULTE,0.606,2.425,0.508,0.035,11.385,0.643,1.132,0.01,5,2,7,0
5:45,10ALTE,4.776,1.194,0.369,0.034,10.261,0.381,1.015,1.005,3,2,5,1
3:45,7ULTE,0.101,0.808,0.015,0.007,0.187,0.045,1.011,0.01,2,1,3,0
10:45,3ALTE,31.528,6.366,1.624,0.171,56.191,2.187,1.9,1.556,9,8,17,0
18:30,7ALTE,0.808,3.133,1.118,0.097,59.659,1.227,1.384,0.01,5,5,10,0
2:45,5ALTE,2.189,0.597,0.16,0.022,6.53,0.269,1.005,0.995,2,2,4,1
21:30,10ALTE,10.408,1.415,0.375,0.041,11.718,0.474,1.202,1.051,5,3,8,0
1:15,7BLTE,0.199,0.697,0.176,0.028,6.332,0.71,1.164,0.01,4,3,7,1
22:15,7WLTE,7.074,6.871,1.723,0.146,27.478,1.777,1.354,0.01,6,4,10,0
17:15,7CLTE,0.505,0.909,0.224,0.056,14.656,1.02,1.263,0.01,6,3,9,0
13:30,7WLTE,1.718,3.032,0.399,0.057,9.121,0.391,1.283,0.01,5,4,9,0
20:15,9ALTE,4.345,0.606,0.12,0.022,7.507,0.478,1.071,1.021,3,2,5,0
12:45,5BLTE,26.98,3.941,1.62,0.134,61.147,4.135,1.536,1.253,7,6,13,0
21:15,3CLTE,6.063,1.415,0.387,0.056,20.944,0.797,1.122,1.031,4,3,7,0
23:15,8CLTE,2.93,0.606,0.192,0.027,6.517,0.43,1.041,1.021,3,2,5,0
17:30,10ALTE,6.871,1.011,0.203,0.03,9.629,0.607,1.081,1.071,4,3,7,0
13:45,5ALTE,13.642,3.133,0.891,0.078,31.375,1.594,1.263,1.071,7,4,11,0
13:00,7WLTE,0.597,1.393,0.244,0.024,16.372,0.403,1.055,0.01,3,2,5,1
11:00,3ALTE,9.95,1.095,0.29,0.04,15.549,0.821,1.104,1.065,4,5,9,1
13:00,6VLTE,2.021,2.627,0.184,0.051,8.857,1.002,1.233,0.01,4,3,7,0
4:45,2ALTE,0,0.404,0,0,0,0,0,0,0,0,0,0
9:30,4BLTE,22.332,3.436,0.866,0.097,17.713,1.126,1.384,1.132,6,5,11,0
20:15,5BLTE,11.419,1.011,0.117,0.034,6.126,1.03,1.112,1.051,4,3,7,0
12:45,6ULTE,2.526,4.345,0.924,0.09,41.002,0.894,1.799,0.01,8,3,11,0
10:00,4ALTE,7.882,1.516,0.543,0.038,26.193,0.628,1.101,1.041,3,3,6,0
21:30,5CLTE,11.318,1.314,0.282,0.039,15.97,0.545,1.142,1.051,4,3,7,0
17:45,4ALTE,8.387,1.213,0.283,0.067,28.613,2.122,1.384,1.031,6,3,9,0
4:00,7ALTE,0,0.404,0.063,0.013,2.755,0.183,1.021,0.01,2,2,4,0
12:45,7CLTE,0.303,0.707,0.14,0.027,8.9,0.371,1.172,0.01,4,2,6,0
22:45,3ALTE,5.356,0.808,0.159,0.019,4.545,0.199,1.061,1.021,3,2,5,0
11:45,9BLTE,1.294,0.498,0.108,0.01,9.04,0.17,1.015,0.995,2,2,4,1
23:45,7CLTE,0.1,0.498,0.13,0.023,8.49,0.271,1.035,0.01,3,2,5,1
15:30,4ALTE,3.941,0.808,0.207,0.023,11.296,0.418,1.071,1.021,3,3,6,0
1:45,7ALTE,0.1,0.398,0.047,0.017,1.164,0.197,1.055,0.01,3,2,5,1
22:45,4CLTE,18.109,3.781,0.968,0.083,13.027,0.681,1.254,1.164,5,5,10,1
4:30,1ALTE,1.213,0.404,0.054,0.012,3.309,0.257,1.021,1.011,2,2,4,0
1:15,4ALTE,1.819,0.404,0.011,0.008,0.342,0.591,1.041,1.011,2,2,4,0
3:30,5ALTE,0.707,0.404,0.096,0.013,6.891,0.159,1.011,1.011,2,2,4,0
12:00,10CLTE,6.467,0.909,0.252,0.023,5.014,0.213,1.081,1.041,3,3,6,0
3:30,6BLTE,3.537,0.505,0.019,0.022,0.386,3.227,1.021,0.01,2,2,4,0
14:00,4CLTE,17.785,3.133,0.644,0.08,13.369,1.166,1.273,1.344,5,6,11,0
5:45,7CLTE,0.101,0.505,0.09,0.021,1.392,0.537,1.081,0.01,4,3,7,0
14:30,3ALTE,29.81,7.478,3.382,0.21,43.739,1.093,1.829,1.293,8,6,14,0
20:15,6ALTE,8.993,1.011,0.295,0.041,9.896,0.693,1.101,0.01,4,2,6,0
12:15,10ALTE,37.591,5.962,1.995,0.184,22.656,1.437,1.819,1.425,8,7,15,0
8:00,5ALTE,6.265,2.829,0.617,0.027,20.931,0.645,1.061,1.021,3,3,6,0
9:00,6VLTE,1.314,2.324,0.547,0.116,13.967,6.887,1.071,0.01,3,2,5,0
20:15,3ALTE,18.408,7.861,3.864,0.214,20.435,1.009,1.502,1.134,6,5,11,1
18:15,4CLTE,15.259,1.819,0.457,0.039,82.104,0.56,1.172,1.112,5,4,9,0
2:00,8BLTE,2.122,0.505,0.041,0.014,1.941,0.187,1.041,1.011,2,2,4,0
7:00,4CLTE,7.074,1.718,0.421,0.029,30.593,0.419,1.081,1.021,4,3,7,0
23:00,10ALTE,13.134,5.473,1.666,0.067,23.874,0.991,1.194,1.075,5,5,10,1
16:45,7ULTE,2.09,3.085,0.404,0.05,18.935,0.618,1.224,0.01,5,4,9,1
20:30,5CLTE,18.088,4.951,1.258,0.146,23.823,5.077,1.576,1.122,6,4,10,0
21:45,4BLTE,19.705,2.627,0.908,0.128,25.032,1.458,1.445,1.101,7,4,11,0
12:45,7VLTE,1.095,1.99,0.289,0.033,8.283,0.456,1.085,0.01,4,3,7,1
1:30,9BLTE,1.692,0.498,0.031,0.009,1.714,0.121,1.005,1.005,2,2,4,1
20:45,1CLTE,33.93,10.945,3.238,0.202,31.28,1.011,2.169,1.652,10,9,19,1
12:30,1BLTE,21.293,3.582,1.552,0.242,36.156,13.941,1.264,1.104,6,5,11,1
3:45,4ALTE,0.606,0.404,0.011,0.007,0.175,0.251,1.011,1.011,2,1,3,0
17:30,6ULTE,1.393,1.294,0.1,0.056,4.43,2.786,1.095,0.01,4,2,6,1
4:30,6BLTE,4.345,0.606,0.098,0.031,11.528,5.434,1.031,0.01,3,2,5,0
17:00,1CLTE,23.383,6.269,3.059,0.135,29.315,1.45,1.483,1.214,7,5,12,1
16:15,10ALTE,12.338,1.592,0.527,0.054,12.016,0.5,1.134,1.035,4,3,7,1
6:45,3BLTE,5.356,1.011,0.31,0.043,37.61,1.198,1.112,1.021,4,3,7,0
14:45,10ALTE,14.854,1.314,0.363,0.137,15.219,0.854,1.283,1.091,6,4,10,0
15:30,6VLTE,2.223,4.244,0.416,0.059,14.483,1.406,1.213,0.01,5,3,8,0
5:15,2ALTE,0,0.404,0,0,0,0,1.011,0.01,1,1,2,0
13:15,6CLTE,3.781,0.697,0.163,0.027,8.921,0.581,1.055,0.01,3,2,5,1
6:00,9BLTE,0.398,0.398,0.05,0.011,0.995,0.116,0.995,0.995,2,1,3,1
5:30,10BLTE,0.597,0.398,0.14,0.012,7.439,0.192,1.005,0.995,2,1,3,1
9:45,8CLTE,10.004,1.314,0.324,0.031,42.411,0.674,1.122,1.021,4,3,7,0
7:45,5CLTE,10.913,1.314,0.286,0.051,21.78,0.898,1.192,1.031,5,3,8,0
22:00,7ALTE,0.202,1.213,0.474,0.039,26.943,1.37,1.182,0.01,5,4,9,0
18:30,6WLTE,1.617,2.93,0.304,0.036,17.18,0.86,1.122,0.01,4,3,7,0
21:30,5CLTE,14.147,1.819,0.376,0.041,8.064,0.476,1.213,1.061,6,3,9,0
13:00,1CLTE,27.86,5.572,1.622,0.137,19.688,0.959,1.662,1.701,8,7,15,1
3:00,5CLTE,5.154,0.505,0.059,0.014,8.683,0.71,1.041,1.021,3,4,7,0
2:00,10CLTE,1.617,0.404,0.028,0.008,1.852,0.146,1.021,1.011,2,2,4,0
15:00,5CLTE,10.05,1.393,0.297,0.045,9.097,1.242,1.134,1.015,4,3,7,1
9:15,6ALTE,1.592,0.498,0.082,0.013,4.432,0.294,1.005,0.01,2,2,4,1
9:30,6ALTE,3.781,2.985,2.36,0.089,47.918,1.738,1.114,0.01,5,3,8,1
6:30,7VLTE,0.303,1.011,0.032,0.007,0.83,0.155,1.031,0.01,3,2,5,0
21:00,10BLTE,2.324,0.505,0.072,0.013,3.912,0.263,1.031,1.011,3,2,5,0
6:45,5CLTE,3.383,0.896,0.078,0.007,2.445,0.191,1.025,1.005,3,2,5,1
5:15,3CLTE,1.011,0.505,0.085,0.016,5.165,0.248,1.011,1.011,2,1,3,0
5:15,6ALTE,2.728,0.505,0.049,0.012,1.184,0.15,1.021,0.01,2,2,4,0
15:30,8BLTE,9.751,2.587,0.905,0.06,38.696,0.922,1.194,1.035,6,4,10,1
6:00,4CLTE,5.274,0.896,0.208,0.023,7.588,0.386,1.025,1.005,2,2,4,1
9:30,6WLTE,2.425,5.154,0.657,0.063,24.691,1.173,1.364,0.01,6,4,10,0
18:30,6BLTE,20.513,1.516,0.202,0.04,10.626,0.809,1.202,0.01,5,3,8,0
21:45,6ALTE,5.558,0.707,0.145,0.027,5.261,0.351,1.091,0.01,4,2,6,0
15:30,2ALTE,0.404,0.404,0.008,0.01,0.058,0.122,1.011,0.01,1,1,2,0
1:00,6ALTE,3.582,0.796,0.405,0.021,30.212,0.871,1.035,0.01,3,2,5,1
18:45,3BLTE,11.542,1.692,0.344,0.049,36.139,1.102,1.174,1.025,5,3,8,1
